id,location,sub_locality,property_type,estimated_price_per_sqft,demand_level,roi_category,infrastructure_score,zone_type,growth_potential,best_for,remarks
LKO-PROP-14677,MG Road,MG Road - Phase 3,Commercial Plot,3390,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-14678,Airport Road Extension,Airport Road Extension - Sector D,3BHK Apartment,3262,Medium,High,8.0,Growth,Medium,Investment,
LKO-PROP-14679,Vineet Khand,Vineet Khand - Sector F,3BHK Apartment,3836,High,High,9.0,Premium,Medium,Luxury Residential,
LKO-PROP-14680,Sushant Golf City Extension,Sushant Golf City Extension - Sector H,3BHK Apartment,3209,Medium,High,8.0,Planned Growth,Medium,Investment,
LKO-PROP-14681,Airport Road,Airport Road - Sector J,3BHK Apartment,2995,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-14682,Rakabganj,Rakabganj - Sector E,2BHK Apartment,2915,High,Medium,7.0,Commercial,Medium,Retail,
LKO-PROP-14683,Chinhat Extension Phase 2,Chinhat Extension Phase 2 - Phase 1,Retail Shop,3660,High,High,7.0,Growth,Medium,Shops,
LKO-PROP-14684,Uattardhona Extension,Uattardhona Extension - Sector J,Retail Shop,3156,Medium,High,7.0,Growth,Medium,Residential,
LKO-PROP-14685,Tedhi Pulia,Tedhi Pulia - Sector C,Commercial Plot,2565,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-14686,Park Road,Park Road - Sector C,Residential Plot,3639,High,Medium,9.0,Commercial,Medium,Retail|Offices,
LKO-PROP-14687,Gomti Nagar Phase 4,Gomti Nagar Phase 4 - Sector I,Warehouse space,3145,High,High,9.0,Premium Growth,Medium,Investment,
LKO-PROP-14688,Aminabad,Aminabad - Phase 3,Residential Plot,3086,Very High,Medium,8.0,Commercial Core,Medium,Clothing|Retail,
LKO-PROP-14689,Kalyanpur,Kalyanpur - Sector J,Retail Shop,3438,High,Medium,6.0,Residential,Medium,Local Business,
LKO-PROP-14690,Alamnagar Extension,Alamnagar Extension - Phase 1,1BHK Apartment,3157,Medium,Medium,6.0,Developing,Medium,Affordable Housing,
LKO-PROP-14691,Alambagh,Alambagh - Phase 1,Independent House,2429,High,Medium,8.0,Developed,Low-Medium,Retail|Transport,
LKO-PROP-14692,South City Extension,South City Extension - Sector A,Independent House,3855,Medium,Medium,7.0,Planned,Medium,Housing,
LKO-PROP-14693,Sarojini Nagar Phase 2,Sarojini Nagar Phase 2 - Sector I,Independent House,2958,Medium,High,7.0,Growth,Medium,Residential,
LKO-PROP-14694,Rajendra Nagar,Rajendra Nagar - Phase 5,Warehouse space,3104,High,Medium,7.0,Residential,Medium,Local Shops,
LKO-PROP-14695,Deva Road,Deva Road - Phase 3,Warehouse space,2452,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-14696,Gaurabagh,Gaurabagh - Sector D,3BHK Apartment,3055,Low,Medium,5.0,Outer Growth,Medium,Low-cost Setup,
LKO-PROP-14697,Sushant Golf City Extension,Sushant Golf City Extension - Sector A,Residential Plot,3748,Medium,High,8.0,Planned Growth,Medium,Investment,
LKO-PROP-14698,Bijnor Extension,Bijnor Extension - Phase 1,Independent House,2832,Medium,High,7.0,Industrial Growth,Medium,Logistics,
LKO-PROP-14699,Omaxe Extension Area,Omaxe Extension Area - Sector H,Residential Plot,2937,Medium,Medium,8.0,Planned,Medium,Residential,
LKO-PROP-14700,Omaxe Extension Area,Omaxe Extension Area - Extension,Residential Plot,3266,Medium,Medium,8.0,Planned,Medium,Residential,
LKO-PROP-14701,South City Phase 3,South City Phase 3 - Phase 4,1BHK Apartment,2515,Medium,Medium,7.0,Planned,Medium,Housing,
LKO-PROP-14702,Chinhat Extension Phase 2,Chinhat Extension Phase 2 - Extension,Warehouse space,2672,High,High,7.0,Growth,Medium,Shops,
LKO-PROP-14703,Outer Ring Road,Outer Ring Road - Phase 4,1BHK Apartment,3331,Low,High,7.0,Outer Growth,Medium,Warehousing,
LKO-PROP-14704,Chinhat Extension Phase 2,Chinhat Extension Phase 2 - Sector H,Commercial Plot,2717,High,High,7.0,Growth,Medium,Shops,
LKO-PROP-14705,Para Road,Para Road - Sector H,3BHK Apartment,2463,Medium,Medium,5.0,Developing,Medium,Low-cost Setup,
LKO-PROP-14706,Transport Nagar Extension,Transport Nagar Extension - Sector B,Residential Plot,2596,Medium,Medium,8.0,Industrial,Medium,Logistics,
LKO-PROP-14707,Chowk,Chowk - Sector I,Warehouse space,3217,High,Medium,7.0,Old Commercial,Medium,Traditional Business,
LKO-PROP-14708,Safedabad Extension,Safedabad Extension - Phase 5,1BHK Apartment,3658,Medium,High,7.0,Growth,Medium,Expansion,
LKO-PROP-14709,DLF Garden City,DLF Garden City - Sector H,Retail Shop,3629,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-14710,Gomti Riverfront Area,Gomti Riverfront Area - Phase 4,Commercial Plot,3465,High,High,10.0,Premium,Medium,Tourism|Luxury Business,
LKO-PROP-14711,Gomti Nagar Phase 3,Gomti Nagar Phase 3 - Phase 2,Warehouse space,3533,High,Medium,9.0,Premium,Medium,Offices,
LKO-PROP-14712,Kursi Road,Kursi Road - Phase 5,Residential Plot,2103,High,High,6.0,Budget Growth,Medium-High,Small Business,Affordable mid-range zone
LKO-PROP-14713,Kalyanpur,Kalyanpur - Sector J,3BHK Apartment,2678,High,Medium,6.0,Residential,Medium,Local Business,
LKO-PROP-14714,Amity University Road,Amity University Road - Phase 3,Retail Shop,3568,Medium,High,7.0,Growth,Medium,Student Business,
LKO-PROP-14715,Kalyanpur,Kalyanpur - Sector H,Independent House,3615,High,Medium,6.0,Residential,Medium,Local Business,
LKO-PROP-14716,South City Phase 3,South City Phase 3 - Phase 3,Commercial Plot,3675,Medium,Medium,7.0,Planned,Medium,Housing,
LKO-PROP-14717,Anora Kala,Anora Kala - Sector I,3BHK Apartment,3395,Medium,High,7.0,Growth,Medium,Residential Growth,
LKO-PROP-14718,Bijnor Road,Bijnor Road - Inner Circle,3BHK Apartment,2635,Medium,High,7.0,Industrial Growth,High,Logistics|Airport Business,Airport side growth
LKO-PROP-14719,Eldeco Extension Area,Eldeco Extension Area - Extension,2BHK Apartment,2624,Medium,Medium,8.0,Planned,Medium,Residential,
LKO-PROP-14720,Sarojini Nagar Phase 3,Sarojini Nagar Phase 3 - Sector F,Commercial Plot,2890,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-14721,MG Road,MG Road - Sector J,3BHK Apartment,2825,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-14722,Uattardhona,Uattardhona - Sector E,Warehouse space,2489,Medium,High,7.0,Growth,Medium,Residential Projects,
LKO-PROP-14723,IIM Road,IIM Road - Sector I,Independent House,1751,Medium,Medium,6.0,Residential,High,Mixed Use,High growth (recent surge)
LKO-PROP-14724,Patrakarpuram,Patrakarpuram - Sector H,1BHK Apartment,3242,High,Medium,9.0,Commercial,Medium,Retail|Food,
LKO-PROP-14725,Patrakarpuram Extension,Patrakarpuram Extension - Main Road,Commercial Plot,2752,High,Medium,9.0,Commercial,Medium,Retail,
LKO-PROP-14726,Vibhuti Khand,Vibhuti Khand - Sector F,2BHK Apartment,3551,High,High,10.0,Premium Commercial,Medium,Corporate Offices,
LKO-PROP-14727,Rana Pratap Marg,Rana Pratap Marg - Main Road,Commercial Plot,2993,High,Medium,10.0,Commercial,Medium,Offices,
LKO-PROP-14728,Lohia Path Area,Lohia Path Area - Sector D,Independent House,2698,Medium,Medium,8.0,Developed,Medium,Residential,
LKO-PROP-14729,Aliganj,Aliganj - Phase 5,Retail Shop,3430,High,Medium,7.0,Developed,Medium,Coaching|Retail,
LKO-PROP-14730,Uattardhona,Uattardhona - Main Road,Residential Plot,3522,Medium,High,7.0,Growth,Medium,Residential Projects,
LKO-PROP-14731,Anora Kala,Anora Kala - Phase 5,Independent House,3145,Medium,High,7.0,Growth,Medium,Residential Growth,
LKO-PROP-14732,Para Road,Para Road - Sector F,Warehouse space,3892,Medium,Medium,5.0,Developing,Medium,Low-cost Setup,
LKO-PROP-14733,Saadatganj,Saadatganj - Phase 4,1BHK Apartment,2661,Medium,Medium,6.0,Old City,Medium,Residential Shops,
LKO-PROP-14734,Rana Pratap Marg,Rana Pratap Marg - Sector I,3BHK Apartment,3499,High,Medium,10.0,Commercial,Medium,Offices,
LKO-PROP-14735,Park Road,Park Road - Sector C,Independent House,3699,High,Medium,9.0,Commercial,Medium,Retail|Offices,
LKO-PROP-14736,Omaxe Residency,Omaxe Residency - Phase 5,Independent House,2699,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-14737,Janeshwar Mishra Park Area,Janeshwar Mishra Park Area - Phase 2,3BHK Apartment,2667,High,High,9.0,Premium,Medium,Commercial|Tourism,
LKO-PROP-14738,Daliganj Extension,Daliganj Extension - Sector D,3BHK Apartment,3385,High,Medium,7.0,Central,Medium,Retail|Offices,
LKO-PROP-14739,Engineering College Road,Engineering College Road - Phase 3,Warehouse space,3333,High,High,7.0,Growth,Medium,Student Business,
LKO-PROP-14740,Ansal API Area,Ansal API Area - Sector A,Residential Plot,3248,Medium,High,8.0,Planned Growth,Medium,Investment,
LKO-PROP-14741,Mawaiyya,Mawaiyya - Main Road,Independent House,2531,Medium,Medium,7.0,Developing,Medium,Residential Business,
LKO-PROP-14742,Indira Nagar,Indira Nagar - Phase 3,Retail Shop,4205,High,Medium,8.0,Premium,Low-Medium,Shops|Clinics,Established residential zone
LKO-PROP-14743,Gomti Nagar Extension,Gomti Nagar Extension - Sector E,Warehouse space,2595,High,High,8.0,Growth,Medium,Investment|Startups,
LKO-PROP-14744,Jankipuram Extension,Jankipuram Extension - Sector H,2BHK Apartment,3010,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-14745,South City,South City - Sector I,Commercial Plot,3254,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-14746,Omaxe Residency,Omaxe Residency - Main Road,Residential Plot,2465,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-14747,South City Phase 2,South City Phase 2 - Phase 3,Retail Shop,3299,Medium,Medium,7.0,Planned,Medium,Residential,
LKO-PROP-14748,Gomti Riverfront Area,Gomti Riverfront Area - Sector F,Independent House,3183,High,High,10.0,Premium,Medium,Tourism|Luxury Business,
LKO-PROP-14749,Vikas Nagar Extension,Vikas Nagar Extension - Phase 2,Independent House,3074,Medium,Medium,7.0,Developed,Medium,Residential,
LKO-PROP-14750,South City Phase 2,South City Phase 2 - Inner Circle,1BHK Apartment,3248,Medium,Medium,7.0,Planned,Medium,Residential,
LKO-PROP-14751,Khadra,Khadra - Main Road,Independent House,2676,High,Medium,6.0,Residential,Medium,Local Shops,
LKO-PROP-14752,Alambagh,Alambagh - Extension,2BHK Apartment,2869,High,Medium,8.0,Developed,Low-Medium,Retail|Transport,
LKO-PROP-14753,Raebareli Road Extension,Raebareli Road Extension - Sector F,Independent House,3485,Medium,Medium,6.0,Developing,Medium,Warehousing,
LKO-PROP-14754,Kanpur Road Extension,Kanpur Road Extension - Extension,Independent House,3684,Medium,Medium,7.0,Developing,Medium,Transport,
LKO-PROP-14755,Faizabad Road,Faizabad Road - Sector H,3BHK Apartment,1609,High,High,8.0,Growth,High,Mixed Business,Growth corridor affordable plots
LKO-PROP-14756,Viraj Khand,Viraj Khand - Main Road,Residential Plot,2428,High,High,9.0,Premium,Medium,High-end Living,
LKO-PROP-14757,Bijnor Extension,Bijnor Extension - Sector C,Independent House,2720,Medium,High,7.0,Industrial Growth,Medium,Logistics,
LKO-PROP-14758,Tiwariganj Extension,Tiwariganj Extension - Phase 3,Independent House,3407,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-14759,Alambagh,Alambagh - Sector J,Retail Shop,2712,High,Medium,8.0,Developed,Low-Medium,Retail|Transport,
LKO-PROP-14760,Manak Nagar,Manak Nagar - Sector A,2BHK Apartment,3646,Medium,Medium,7.0,Industrial,Medium,Workshops,
LKO-PROP-14761,Manak Nagar,Manak Nagar - Extension,1BHK Apartment,3246,Medium,Medium,7.0,Industrial,Medium,Workshops,
LKO-PROP-14762,Ansal Sushant,Ansal Sushant - Inner Circle,Commercial Plot,2627,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-14763,DLF Garden City,DLF Garden City - Sector B,3BHK Apartment,3212,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-14764,Patrakarpuram,Patrakarpuram - Phase 4,Warehouse space,3670,High,Medium,9.0,Commercial,Medium,Retail|Food,
LKO-PROP-14765,Matiyari,Matiyari - Phase 1,Residential Plot,3474,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-14766,Vibhuti Khand,Vibhuti Khand - Phase 3,2BHK Apartment,3638,High,High,10.0,Premium Commercial,Medium,Corporate Offices,
LKO-PROP-14767,Kalyanpur Extension,Kalyanpur Extension - Phase 2,Commercial Plot,2474,High,High,6.0,Growth,Medium,Local Shops,
LKO-PROP-14768,Kukrail Extension,Kukrail Extension - Sector B,Commercial Plot,3097,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-14769,Krishna Nagar,Krishna Nagar - Phase 1,Warehouse space,2953,Medium,Medium,7.0,Residential,Medium,Local Retail,
LKO-PROP-14770,Raebareli Road Extension,Raebareli Road Extension - Extension,3BHK Apartment,3333,Medium,Medium,6.0,Developing,Medium,Warehousing,
LKO-PROP-14771,South City Phase 3,South City Phase 3 - Sector F,Commercial Plot,3894,Medium,Medium,7.0,Planned,Medium,Housing,
LKO-PROP-14772,Gomti Nagar Phase 2,Gomti Nagar Phase 2 - Phase 5,1BHK Apartment,3002,High,Medium,9.0,Premium,Medium,Residential,
LKO-PROP-14773,Charbagh,Charbagh - Sector I,2BHK Apartment,3004,Very High,Medium,9.0,Commercial Core,Medium,Hotels|Food,
LKO-PROP-14774,Ansal Sushant,Ansal Sushant - Sector G,Residential Plot,2979,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-14775,Amausi Industrial Area,Amausi Industrial Area - Phase 5,Warehouse space,3654,Medium,High,8.0,Industrial Growth,Medium,Logistics|Warehouse,
LKO-PROP-14776,Ashiyana,Ashiyana - Sector A,Independent House,3741,Medium,Medium,7.0,Residential,Medium,Residential Business,
LKO-PROP-14777,Dubagga,Dubagga - Sector J,2BHK Apartment,2674,Medium,Medium,5.0,Developing,Medium,Small Business,
LKO-PROP-14778,Mohanlalganj,Mohanlalganj - Phase 4,Commercial Plot,1770,Low,High,5.0,Outer Growth,High,Long-term Investment,Outer area large plots
LKO-PROP-14779,South City Extension,South City Extension - Sector J,Warehouse space,3012,Medium,Medium,7.0,Planned,Medium,Housing,
LKO-PROP-14780,Kaiserbagh,Kaiserbagh - Sector D,Warehouse space,3024,High,Medium,8.0,Commercial Core,Medium,Legal|Offices,
LKO-PROP-14781,South City Phase 2,South City Phase 2 - Sector I,Residential Plot,2667,Medium,Medium,7.0,Planned,Medium,Residential,
LKO-PROP-14782,IIM Road,IIM Road - Phase 2,Independent House,1355,Medium,Medium,6.0,Residential,High,Mixed Use,High growth (recent surge)
LKO-PROP-14783,Amausi Extension,Amausi Extension - Sector D,Independent House,3842,Medium,High,7.0,Growth,Medium,Industrial,
LKO-PROP-14784,Saadatganj,Saadatganj - Sector F,Retail Shop,3663,Medium,Medium,6.0,Old City,Medium,Residential Shops,
LKO-PROP-14785,Chowk,Chowk - Main Road,2BHK Apartment,3335,High,Medium,7.0,Old Commercial,Medium,Traditional Business,
LKO-PROP-14786,Omaxe Extension Area,Omaxe Extension Area - Inner Circle,1BHK Apartment,3308,Medium,Medium,8.0,Planned,Medium,Residential,
LKO-PROP-14787,Sitapur Road,Sitapur Road - Phase 4,Commercial Plot,1184,High,Medium,5.0,Budget,Medium,Kirana|Low-cost Shops,Budget plots widely available
LKO-PROP-14788,Ismailganj,Ismailganj - Sector I,Retail Shop,3878,Medium,Medium,6.0,Developing,Medium,Residential,
LKO-PROP-14789,Chinhat Extension Phase 3,Chinhat Extension Phase 3 - Sector E,Commercial Plot,2508,High,High,7.0,Growth,Medium,Investment,
LKO-PROP-14790,Vibhuti Khand Extension,Vibhuti Khand Extension - Phase 1,2BHK Apartment,3843,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-14791,Para Road,Para Road - Extension,Residential Plot,2580,Medium,Medium,5.0,Developing,Medium,Low-cost Setup,
LKO-PROP-14792,Kursi Road,Kursi Road - Sector G,Warehouse space,1631,High,High,6.0,Budget Growth,Medium-High,Small Business,Affordable mid-range zone
LKO-PROP-14793,Bijnor Road,Bijnor Road - Sector B,Retail Shop,2238,Medium,High,7.0,Industrial Growth,High,Logistics|Airport Business,Airport side growth
LKO-PROP-14794,Anora Kala,Anora Kala - Sector J,1BHK Apartment,2473,Medium,High,7.0,Growth,Medium,Residential Growth,
LKO-PROP-14795,Nishatganj Extension,Nishatganj Extension - Sector J,1BHK Apartment,2723,Medium,Medium,7.0,Developed,Medium,Retail,
LKO-PROP-14796,Nishatganj,Nishatganj - Sector F,Commercial Plot,3043,Medium,Medium,7.0,Developed,Medium,Retail,
LKO-PROP-14797,Park Road,Park Road - Sector E,Independent House,3008,High,Medium,9.0,Commercial,Medium,Retail|Offices,
LKO-PROP-14798,Transport Nagar Extension,Transport Nagar Extension - Extension,Residential Plot,3272,Medium,Medium,8.0,Industrial,Medium,Logistics,
LKO-PROP-14799,Kalyanpur,Kalyanpur - Phase 1,2BHK Apartment,2473,High,Medium,6.0,Residential,Medium,Local Business,
LKO-PROP-14800,Chinhat Extension Phase 3,Chinhat Extension Phase 3 - Phase 2,Independent House,2912,High,High,7.0,Growth,Medium,Investment,
LKO-PROP-14801,Park Road,Park Road - Sector C,Commercial Plot,3771,High,Medium,9.0,Commercial,Medium,Retail|Offices,
LKO-PROP-14802,South City,South City - Sector H,Residential Plot,3183,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-14803,Nishatganj Extension,Nishatganj Extension - Sector B,1BHK Apartment,2796,Medium,Medium,7.0,Developed,Medium,Retail,
LKO-PROP-14804,Mahanagar,Mahanagar - Phase 4,1BHK Apartment,2444,Medium,Medium,9.0,Premium,Medium,Luxury Retail,
LKO-PROP-14805,Paper Mill Colony,Paper Mill Colony - Phase 1,1BHK Apartment,3026,Medium,Medium,7.0,Residential,Medium,Housing,
LKO-PROP-14806,Hardoi Road,Hardoi Road - Sector A,Retail Shop,3637,Medium,Medium,6.0,Developing,Medium,Transport Business,
LKO-PROP-14807,Lohia Path Area,Lohia Path Area - Sector D,Retail Shop,3817,Medium,Medium,8.0,Developed,Medium,Residential,
LKO-PROP-14808,Krishna Nagar,Krishna Nagar - Sector A,2BHK Apartment,3763,Medium,Medium,7.0,Residential,Medium,Local Retail,
LKO-PROP-14809,Faizabad Road,Faizabad Road - Phase 5,1BHK Apartment,1962,High,High,8.0,Growth,High,Mixed Business,Growth corridor affordable plots
LKO-PROP-14810,Vrindavan Yojna,Vrindavan Yojna - Sector A,Independent House,3271,Medium,Medium,8.0,Planned,Medium,Residential|Offices,
LKO-PROP-14811,Chinhat,Chinhat - Sector C,Warehouse space,3161,High,High,7.0,Growth,High,Shops|Cloud Kitchen,
LKO-PROP-14812,Patrakarpuram Extension,Patrakarpuram Extension - Main Road,Commercial Plot,3857,High,Medium,9.0,Commercial,Medium,Retail,
LKO-PROP-14813,Lohia Path Area,Lohia Path Area - Sector D,Retail Shop,3807,Medium,Medium,8.0,Developed,Medium,Residential,
LKO-PROP-14814,Omaxe Residency,Omaxe Residency - Sector J,Warehouse space,2775,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-14815,Kapoorthala,Kapoorthala - Sector C,Warehouse space,2409,High,Medium,8.0,Commercial,Medium,Shops|Retail,
LKO-PROP-14816,Tedhi Pulia Area,Tedhi Pulia Area - Main Road,Warehouse space,3372,High,Medium,7.0,Developed,Medium,Shops|Retail,
LKO-PROP-14817,Thakurganj,Thakurganj - Phase 1,2BHK Apartment,2659,Medium,Medium,6.0,Old City,Medium,Local Shops,
LKO-PROP-14818,Hazratganj,Hazratganj - Phase 2,Retail Shop,2634,Very High,Medium,10.0,Commercial Core,Medium,Luxury Retail,
LKO-PROP-14819,Outer Ring Road,Outer Ring Road - Phase 2,Residential Plot,2751,Low,High,7.0,Outer Growth,Medium,Warehousing,
LKO-PROP-14820,Indira Nagar,Indira Nagar - Phase 2,1BHK Apartment,4276,High,Medium,8.0,Premium,Low-Medium,Shops|Clinics,Established residential zone
LKO-PROP-14821,Sarojini Nagar Phase 2,Sarojini Nagar Phase 2 - Phase 1,Commercial Plot,3798,Medium,High,7.0,Growth,Medium,Residential,
LKO-PROP-14822,Gomti Riverfront Area,Gomti Riverfront Area - Main Road,Independent House,3785,High,High,10.0,Premium,Medium,Tourism|Luxury Business,
LKO-PROP-14823,Kalyanpur,Kalyanpur - Sector E,3BHK Apartment,2446,High,Medium,6.0,Residential,Medium,Local Business,
LKO-PROP-14824,Munshi Pulia,Munshi Pulia - Sector B,Commercial Plot,3458,High,Medium,7.0,Developed,Medium,Local Shops,
LKO-PROP-14825,Dilkusha,Dilkusha - Sector D,Warehouse space,3348,Medium,Low,9.0,Premium,Medium,Residential,
LKO-PROP-14826,Kaiserbagh,Kaiserbagh - Main Road,Independent House,3844,High,Medium,8.0,Commercial Core,Medium,Legal|Offices,
LKO-PROP-14827,Sitapur Road,Sitapur Road - Sector E,2BHK Apartment,998,High,Medium,5.0,Budget,Medium,Kirana|Low-cost Shops,Budget plots widely available
LKO-PROP-14828,Malhaur,Malhaur - Inner Circle,Warehouse space,3533,Medium,High,7.0,Growth,High,Residential|Retail,Near Gomti Nagar extension
LKO-PROP-14829,Kathauta Extension,Kathauta Extension - Inner Circle,Retail Shop,2601,High,Medium,9.0,Premium,Medium,Cafes,
LKO-PROP-14830,Kursi Road,Kursi Road - Sector D,Independent House,2175,High,High,6.0,Budget Growth,Medium-High,Small Business,Affordable mid-range zone
LKO-PROP-14831,Nawabganj,Nawabganj - Sector J,2BHK Apartment,3786,Medium,Medium,6.0,Residential,Medium,Local Shops,
LKO-PROP-14832,Cantt Area,Cantt Area - Sector A,Independent House,2930,High,Medium,9.0,Premium,Medium,Offices|Housing,
